Kode	Tekst
KNCJ33	Intern fiksation med bioimplantat af fraktur i proksimal del af radius
KNCJ34	Intern fiksation med bioimplantat af fraktur i corpus radii
KNCJ35	Intern fiksation med bioimplantat af fraktur i distal del af radius
KNCJ36	Intern fiksation med bioimplantat af fraktur i corpus ulnae og radii
KNCJ37	Intern fiksation med bioimplantat af fraktur i distale dele af radius og ulna
KNCJ38	Intern fiksation med bioimplantat af anden fraktur i albue eller underarm
KNCJ4	Intern fiksation med tråd, stav, cerklage eller stifter af fraktur i albue eller underarm
KNCJ40	Intern fiksation med tråd, stav, cerklage eller stift af fraktur i proksimal del af ulna
KNCJ41	Intern fiksation med tråd, stav, cerklage eller stift af fraktur i corpus ulnae
KNCJ42	Intern fiksation med tråd, stav, cerklage eller stift af fraktur i distal del af ulna
KNCJ43	Intern fiksation med tråd, stav, cerklage eller stift af fraktur i proksimal del af radius
KNCJ44	Intern fiksation med tråd, stav, cerklage eller stift af fraktur i corpus radii
KNCJ45	Intern fiksation med tråd, stav, cerklage eller stift af fraktur i distal del af radius
KNCJ46	Intern fiksation med tråd, stav, cerklage eller stift af fraktur i corpus ulnae og radii
KNCJ47	Intern fiksation med tråd, stav, cerklage eller stift af fraktur i distale dele af radius og ulna
KNCJ48	Intern fiksation med tråd, stav, cerklage eller stift af anden fraktur i albue eller underarm
KNCJ5	Intern fiksation med marvsøm af fraktur i albue eller underarm
KNCJ50	Intern fiksation med marvsøm af fraktur i proksimal del af ulna
KNCJ51	Intern fiksation med marvsøm af fraktur i corpus ulnae
KNCJ52	Intern fiksation med marvsøm af fraktur i distal del af ulna
KNCJ53	Intern fiksation med marvsøm af fraktur i proksimal del af radius
KNCJ54	Intern fiksation med marvsøm af fraktur i corpus radii
KNCJ55	Intern fiksation med marvsøm af fraktur i distal del af radius
KNCJ56	Intern fiksation med marvsøm af fraktur i corpus ulnae og radii
KNCJ57	Intern fiksation med marvsøm af fraktur i distale dele af radius og ulna
KNCJ58	Intern fiksation med marvsøm af anden fraktur i albue eller underarm
KNCJ6	Intern fiksation med plade og skruer af fraktur i albue eller underarm
KNCJ60	Intern fiksation med plade og skruer af fraktur i proksimal del af ulna
KNCJ61	Intern fiksation med plade og skruer af fraktur i corpus ulnae
KNCJ62	Intern fiksation med plade og skruer af fraktur i distal del af ulna
KNCJ63	Intern fiksation med plade og skruer af fraktur i proksimal del af radius
KNCJ64	Intern fiksation med plade og skruer af fraktur i corpus radii
KNCJ65	Intern fiksation med plade og skruer af fraktur i distal del af radius
KNCJ66	Intern fiksation med plade og skruer af fraktur i corpus ulnae og radii
KNCJ67	Intern fiksation med plade og skruer af fraktur i distale dele af radius og ulna
KNCJ68	Intern fiksation med plade og skruer af anden fraktur i albue eller underarm
KNCJ7	Intern fiksation med skruer alene af fraktur i albue eller underarm
KNCJ70	Intern fiksation med skruer alene af fraktur i proksimal del af ulna
KNCJ71	Intern fiksation med skruer alene af fraktur i corpus ulnae
KNCJ72	Intern fiksation med skruer alene af fraktur i distal del af ulna
KNCJ73	Intern fiksation med skruer alene af fraktur i proksimal del af radius
KNCJ74	Intern fiksation med skruer alene af fraktur i corpus radii
KNCJ75	Intern fiksation med skruer alene af fraktur i distal del af radius
KNCJ76	Intern fiksation med skruer alene af fraktur i corpus ulnae og radii
KNCJ77	Intern fiksation med skruer alene af fraktur i distale dele af radius og ulna
KNCJ78	Intern fiksation med skruer alene af anden fraktur i albue eller underarm
KNCJ8	Intern fiksation med anden eller kombineret metode af fraktur i albue eller underarm
KNCJ80	Intern fiksation med anden eller kombineret metode af fraktur i proksimal del af ulna
KNCJ81	Intern fiksation med anden eller kombineret metode af fraktur i corpus ulnae
KNCJ82	Intern fiksation med anden eller kombineret metode af fraktur i distal del af ulna
KNCJ83	Intern fiksation med anden eller kombineret metode af fraktur i proksimal del af radius
KNCJ84	Intern fiksation med anden eller kombineret metode af fraktur i corpus radii
KNCJ85	Intern fiksation med anden eller kombineret metode af fraktur i distal del af radius
KNCJ86	Intern fiksation med anden eller kombineret metode af fraktur i corpus ulnae og radii
KNCJ87	Intern fiksation med anden eller kombineret metode af fraktur i distale dele af radius og ulna
KNCJ88	Intern fiksation med anden eller kombineret metode af anden fraktur i albue eller underarm
KNCJ9	Anden kirurgisk frakturbehandling i albue eller underarm
KNCJ90	Anden kirurgisk frakturbehandling i proksimal del af ulna
KNCJ91	Anden kirurgisk frakturbehandling i corpus ulnae
KNCJ92	Anden kirurgisk frakturbehandling i distal del af ulna
KNCJ93	Anden kirurgisk frakturbehandling i proksimal del af radius
KNCJ94	Anden kirurgisk frakturbehandling i corpus radii
KNCJ95	Anden kirurgisk frakturbehandling i distal del af radius
KNCJ96	Anden kirurgisk frakturbehandling i corpus ulnae og radii
KNCJ97	Anden kirurgisk frakturbehandling i distale dele af radius og ulna
KNCJ98	Anden kirurgisk frakturbehandling i albue eller underarm
KNCK	Knogleoperationer på albue og underarm
KNCK0	Fjernelse af knoglefragment i albue eller underarm
KNCK00	Fjernelse af knoglefragment i proksimal del af ulna
KNCK01	Fjernelse af knoglefragment i corpus ulnae
KNCK02	Fjernelse af knoglefragment i distal del af ulna
KNCK03	Fjernelse af knoglefragment i proksimal del af radius
KNCK04	Fjernelse af knoglefragment i corpus radii
KNCK05	Fjernelse af knoglefragment i distal del af radius
KNCK06	Fjernelse af knoglefragment i corpus ulnae og radii
KNCK07	Fjernelse af knoglefragment i distale dele af ulna og radius
KNCK08	Fjernelse af knoglefragment med anden lokalisation i albue eller underarm
KNCK1	Resektion eller excision af knoglevæv i albue eller underarm
KNCK10	Resektion eller excision af knoglevæv i proksimal del af ulna
KNCK10A	Resektion af ekstra-artikulær eksostose i proksimal del af ulna
KNCK10B	Resektion af knoglevæv i proksimal del af ulna
KNCK10C	Excision af proksimal del af ulna
KNCK11	Resektion eller excision af knoglevæv i corpus ulnae
KNCK11A	Resektion af ekstra-artikulær eksostose i corpus ulnae
KNCK11B	Resektion af knoglevæv i corpus ulnae
KNCK11C	Excision af corpus ulnae
KNCK12	Resektion eller excision af knoglevæv i distal del af ulna
KNCK12A	Resektion af ekstra-artikulær eksostose i distal del af ulna
KNCK12B	Resektion af knoglevæv i distal del af ulna
KNCK12C	Excision af distal del af ulna
KNCK13	Resektion eller excision af knoglevæv i proksimal del af radius
KNCK13A	Resektion af ekstra-artikulær eksostose i proksimal del af radius
KNCK13B	Resektion af knoglevæv i proksimal del af radius
KNCK13C	Excision af proksimal del af radius
KNCK14	Resektion eller excision af knoglevæv i corpus radii
KNCK14A	Resektion af ekstra-artikulær eksostose i corpus radii
KNCK14B	Resektion af knoglevæv i corpus radii
KNCK14C	Excision af corpus radii
KNCK15	Resektion eller excision af knoglevæv i distal del af radius
KNCK15A	Resektion af ekstra-artikulær eksostose i distal del af radius
KNCK15B	Resektion af knoglevæv i distal del af radius
KNCK15C	Excision af distal del af radius
KNCK16	Resektion eller excision af knoglevæv i corpus ulnae og radii
KNCK16A	Resektion af ekstra-artikulær eksostose i corpus ulnae og radii
KNCK16B	Resektion af knoglevæv i corpus ulnae og radii
KNCK16C	Excision af corpus ulnae og radii
KNCK17	Resektion eller excision af knoglevæv i distale dele af ulna og radius
KNCK17A	Resektion af ekstra-artikulær eksostose i distale dele af ulna og radius
KNCK17B	Resektion af knoglevæv i distale dele af ulna og radius
KNCK17C	Excision af distale dele af ulna og radius
KNCK18	Resektion eller excision af knoglevæv med anden lokalisation i albue eller underarm
KNCK2	Fenestrering eller inforation i albue eller underarm
KNCK20	Fenestrering eller inforation i proksimal del af ulna
KNCK21	Fenestrering eller inforation i corpus ulnae
KNCK22	Fenestrering eller inforation i distal del af ulna
KNCK23	Fenestrering eller inforation i proksimal del af radius
KNCK24	Fenestrering eller inforation i corpus radii
KNCK25	Fenestrering eller inforation i distal del af radius
KNCK26	Fenestrering eller inforation i corpus ulnae og radii
KNCK27	Fenestrering eller inforation i distale dele af ulna og radius
KNCK28	Fenestrering eller inforation med anden lokalisation i albue eller underarm
KNCK3	Curettage af cyste i knogle i albue eller underarm
KNCK30	Curettage af cyste i proksimal del af ulna
KNCK31	Curettage af cyste i corpus ulnae
KNCK32	Curettage af cyste i distal del af ulna
KNCK33	Curettage af cyste i proksimal del af radius
KNCK34	Curettage af cyste i corpus radii
KNCK35	Curettage af cyste i distal del af radius
KNCK36	Curettage af cyste i corpus ulnae og radii
KNCK37	Curettage af cyste i distale dele af ulna og radius
KNCK38	Curettage af cyste med anden lokalisation i albue eller underarm
KNCK4	Epifysiodese i albue eller underarm
KNCK40	Epifysiodese i proksimal del af ulna
KNCK42	Epifysiodese i distal del af ulna
KNCK43	Epifysiodese i proksimal del af radius
KNCK45	Epifysiodese i distal del af radius
KNCK47	Epifysiodese i distale dele af ulna og radius
KNCK48	Epifysiodese med anden lokalisation i albue eller underarm
KNCK5	Osteotomi i albue eller underarm
KNCK50	Osteotomi i proksimal del af ulna
KNCK51	Osteotomi i corpus ulnae
KNCK52	Osteotomi i distal del af ulna
KNCK53	Osteotomi i proksimal del af radius
KNCK54	Osteotomi i corpus radii
KNCK55	Osteotomi i distal del af radius
KNCK56	Osteotomi i corpus ulnae og radii
KNCK57	Osteotomi i distale dele af ulna og radius
KNCK58	Osteotomi med anden lokalisation i albue eller underarm
KNCK6	Forkortnings- eller forlængelsesosteotomi på albue eller underarm
KNCK60	Forkortnings- eller forlængelsesosteotomi på proksimal del af ulna
KNCK60A	Forlængelsesosteotomi på proksimal del af ulna
KNCK60B	Forkortningsosteotomi på proksimal del af ulna
KNCK61	Forkortnings- eller forlængelsesosteotomi på corpus ulnae
KNCK61A	Forlængelsesosteotomi på corpus ulnae
KNCK61B	Forkortningsosteotomi på corpus ulnae
KNCK62	Forkortnings- eller forlængelsesosteotomi på distal del af ulna
KNCK62A	Forlængelsesosteotomi på distal del af ulna
KNCK62B	Forkortningsosteotomi på distal del af ulna
KNCK63	Forkortnings- eller forlængelsesosteotomi på proksimal del af radius
KNCK63A	Forlængelsesosteotomi på proksimal del af radius
KNCK63B	Forkortningsosteotomi på proksimal del af radius
KNCK64	Forkortnings- eller forlængelsesosteotomi på corpus radii
KNCK64A	Forlængelsesosteotomi på corpus radii
KNCK64B	Forkortningsosteotomi på corpus radii
KNCK65	Forkortnings- eller forlængelsesosteotomi på distal del af radius
KNCK65A	Forlængelsesosteotomi på distal del af radius
KNCK65B	Forkortningsosteotomi på distal del af radius
KNCK66	Forkortnings- eller forlængelsesosteotomi på corpus ulnae og radii
KNCK66A	Forlængelsesosteotomi på corpus ulnae og radii
KNCK66B	Forkortningsosteotomi på corpus ulnae og radii
KNCK67	Forkortnings- eller forlængelsesosteotomi på distal del af ulna og radius
KNCK67A	Forlængelsesosteotomi på distal del af ulna og radius
KNCK67B	Forkortningsosteotomi på distal del af ulna og radius
KNCK68	Forkortnings- eller forlængelsesosteotomi på albue eller underarm uden specifikation
KNCK7	Operation mhp. knogletransport på albue eller underarm
KNCK70	Operation mhp. knogletransport på proksimal del af ulna
KNCK71	Operation mhp. knogletransport på corpus ulnae
KNCK72	Operation mhp. knogletransport på distal del af ulna
KNCK73	Operation mhp. knogletransport på proksimal del af radius
KNCK74	Operation mhp. knogletransport på corpus radii
KNCK75	Operation mhp. knogletransport på distal del af radius
KNCK76	Operation mhp. knogletransport på corpus ulnae og radii
KNCK77	Operation mhp. knogletransport på distale dele af ulna og radius
KNCK78	Operation mhp. knogletransport med anden lokalisation på albue eller underarm
KNCK8	Operation mhp. epifysetraktion på albue eller underarm
KNCK80	Operation mhp. epifysetraktion på proksimal del af ulna
KNCK82	Operation mhp. epifysetraktion på distal del af ulna
KNCK83	Operation mhp. epifysetraktion på proksimal del af radius
KNCK85	Operation mhp. epifysetraktion på distal del af radius
KNCK87	Operation mhp. epifysetraktion på distale dele af ulna og radius
KNCK88	Operation mhp. epifysetraktion med anden lokalisation på albue eller underarm
KNCK9	Anden knogleoperation på albue eller underarm
KNCK90	Anden knogleoperation på proksimal del af ulna
KNCK91	Anden knogleoperation på corpus ulnae
KNCK92	Anden knogleoperation på distal del af ulna
KNCK93	Anden knogleoperation på proksimal del af radius
KNCK94	Anden knogleoperation på corpus radii
KNCK95	Anden knogleoperation på distal del af radius
KNCK96	Anden knogleoperation på corpus ulnae og radii
KNCK97	Anden knogleoperation på distale dele af ulna og radius
KNCL	Operationer på muskler og sener i albue og underarm
KNCL04	Excision af muskel i albue eller underarm
KNCL09	Løsning af muskel i albue eller underarm
KNCL19	Sutur eller plastik på muskel i albue eller underarm
KNCL29	Transposition af muskel i albue eller underarm
KNCL39	Myotomi eller tenotomi i albue eller underarm
KNCL49	Sutur eller reinsertion af sene i albue eller underarm
KNCL59	Tenolyse eller tenosynovektomi i albue eller underarm
KNCL69	Tenodese, forlængelse eller forkortning af sene i albue eller underarm
KNCL79	Excision af sene i albue eller underarm
KNCL89	Transposition af sene i albue eller underarm
KNCL99	Anden muskel- eller seneoperation i albue eller underarm
KNCM	Operationer på fascier, seneskeder, ganglier og bursae i albue og underarm
KNCM09	Fasciotomi på underarm
KNCM19	Resektion eller excision af fascie i underarm
KNCM29	Sutur af fascie i underarm
KNCM39	Excision af synovialganglie i albue eller underarm
KNCM49	Spaltning af seneskede i underarm
KNCM59	Resektion af seneskede i underarm
KNCM79	Excision af bursa i albue eller underarm
KNCM79A	Endoskopisk excision af bursa på albue
KNCM99	Anden operation på fascier, seneskeder, ganglier eller bursae i albue eller underarm
KNCN	Transplantationer på albue og underarm
KNCN09	Autotransplantation af knogle på albue eller underarm
KNCN19	Allotransplantation af knogle på albue eller underarm
KNCN29	Xenotransplantation af knogle på albue eller underarm
KNCN39	Transplantation af sene på albue eller underarm
KNCN49	Transplantation af brusk, periost eller fascie på albue eller underarm
KNCN99	Anden transplantation på albue eller underarm
KNCP	Replantationer på albue og underarm
KNCP29	Replantation på albue eller underarm
KNCP29A	Replantation i albueregion
KNCP29B	Replantation på underarm
KNCQ	Amputationer og andre relaterede operationer på albue og underarm
KNCQ09	Eksartikulation i albueled
KNCQ19	Amputation på underarm
KNCQ29	Stumprevision på albue eller underarm
KNCQ33	Indsættelse af osseointegreret fikstur i underarm
KNCQ43	Indsættelse af abutment i osseointegreret fikstur i underarm
KNCQ99	Anden amputationsoperation på albue eller underarm
KNCR	Operationer for tumorer i albue og underarm
KNCR09	Inkomplet excision af bløddelstumor i albue eller underarm
KNCR19	Komplet excision af bløddelstumor i albue eller underarm
KNCR29	Udvidet excision af bløddelstumor i albue eller underarm
KNCR39	Blokexcision af bløddelstumor i albue eller underarm
KNCR49	Inkomplet excision af knogle- eller brusktumor i albue eller underarm
KNCR59	Komplet excision af knogle- eller brusktumor i albue eller underarm
KNCR69	Udvidet excision af knogle- eller brusktumor i albue eller underarm
KNCR79	Blokexcision af knogle- eller brusktumor i albue eller underarm
KNCR99	Anden operation for bløddels- eller knogletumor i albue eller underarm
KNCS	Operationer ved infektioner i sene, led og knogle i albue og underarm
KNCS09	Incision og revision ved infektion i sene i albue eller underarm
KNCS19	Incision og revision ved infektion i albueled
KNCS29	Incision og revision ved infektion i knogle i albue eller underarm
KNCS39	Incision og revision ved infektion i sene i underarm med installation af lægemiddel
KNCS49	Incision og revision ved infektion i albueled med installation af lægemiddel
KNCS59	Incision og revision ved infektion i knogle i albue eller underarm med installation af lægemiddel
KNCS99	Anden operation ved infektion i sene, led eller knogle på albue eller underarm
KNCT	Forskellige operationer på albue og underarm
KNCT09	Fjernelse af fremmedlegeme fra knogle eller bløddele i albue eller underarm
KNCT19	Brisement forcé på albueled
KNCT39	Korrektion af deformitet af albue eller underarm med bløddele
KNCT49	Korrektion af deformitet af albue eller underarm med ekstern eller intern fiksation
KNCT50	Pseudoartroseoperation på albue eller underarm
KNCT51	Pseudoartroseoperation med osteosyntese på albue eller underarm
KNCT52	Pseudoartroseoperation med ekstern fiksation på albue eller underarm
KNCT53	Pseudoartroseoperation med osteosyntese og ekstern fiksation på albue eller underarm
KNCT99	Anden operation på albue eller underram
KNCU	Fjernelser af implantater og eksternt fiksationsudstyr fra albue og underarm
KNCU0	Fjernelse af delprotese i albueled
KNCU01	Fjernelse af proksimal komponent af delprotese i albueled
KNCU02	Fjernelse af distal komponent af delprotese i albueled
KNCU03	Fjernelse af anden enkeltkomponent af delprotese i albueled
KNCU04	Fjernelse af mere end en komponent af delprotese i albueled
KNCU09	Fjernelse af delprotese i albueled uden specifikation
KNCU1	Fjernelse af totalprotese i albueled
KNCU10	Fjernelse af alle komponenter af totalprotese i albueled
KNCU11	Fjernelse af proksimal komponent af totalprotese i albueled
KNCU12	Fjernelse af distal komponent af totalprotese i albueled
KNCU13	Fjernelse af anden enkeltkomponent af totalprotese i albueled
KNCU14	Fjernelse af mere end en komponent af totalprotese i albueled
KNCU19	Fjernelse af totalprotese i albueled uden specifikation
KNCU39	Fjernelse af eksternt fiksationsudstyr fra albue eller underarm
KNCU49	Fjernelse af internt fiksationsudstyr i albue eller underarm
KNCU69	Fjernelse af kunstigt ligament i albue eller underarm
KNCU89	Fjernelse af implantat med lægemiddel til infektionsbehandling i albue eller underarm
KNCU89A	Fjernelse af implantat med lægemiddel til infektionsbehandling i albue
KNCU89B	Fjernelse af implantat med lægemiddel til infektionsbehandling i underarm
KNCU99	Fjernelse af andet implantat i albue eller underarm
KNCW	Reoperationer efter operationer på albue og underarm
KNCW49	Reoperation ved sårruptur efter operation på albue eller underarm
KNCW59	Reoperation ved overfladisk infektion efter operation på albue eller underarm
KNCW69	Reoperation ved dyb infektion efter operation på albue eller underarm
KNCW79	Reoperation for overfladisk blødning efter operation på albue eller underarm
KNCW89	Reoperation for dyb blødning efter operation på albue eller underarm
KNCW99	Anden reoperation efter operation på albue eller underarm
KND	Operationer på håndled og hånd
KNDA	Eksplorative procedurer på handled og hånd
KNDA0	Eksploration af bløddele i håndled eller hånd
KNDA00	Perkutan eksploration i bløddele i håndled eller hånd
KNDA01	Endoskopisk eksploration i bløddele i håndled eller hånd
KNDA02	Åben eksploration i bløddele i håndled eller hånd
KNDA1	Eksploration af håndled eller håndens led
KNDA10	Perkutan eksploration af håndled eller håndens led
KNDA11	Artroskopisk eksploration af håndled eller håndens led
KNDA11B	Diagnostisk artroskopi af håndled eller håndens led
KNDA11B1	Diagnostisk artroskopi af distale radio-ulnare led
KNDA12	Åben eksploration af håndled eller håndens led
KNDA2	Bløddels- eller ledbiopsi i håndled eller hånd
KNDA20	Perkutan bløddels- eller ledbiopsi i håndled eller hånd
KNDA20C	Perkutan bløddelsbiopsi i håndled
KNDA20D	Perkutan bløddelsbiopsi i hånd
KNDA20E	Perkutan ledbiopsi i håndled
KNDA20F	Perkutan ledbiopsi i hånd
KNDA21	Endoskopisk bløddels- eller ledbiopsi i håndled eller hånd
KNDA21C	Endoskopisk bløddelsbiopsi i håndled
KNDA21D	Endoskopisk bløddelsbiopsi i hånd
KNDA21E	Endoskopisk ledbiopsi i håndled
KNDA21F	Endoskopisk ledbiopsi i hånd
KNDA22	Åben bløddels- eller ledbiopsi i håndled eller hånd
KNDA22C	Åben bløddelsbiopsi i håndled
KNDA22D	Åben bløddelsbiopsi i hånd
KNDA22E	Åben ledbiopsi i håndled
KNDA22F	Åben ledbiopsi i hånd
KNDA3	Knoglebiopsi i håndled eller hånd
KNDA30	Perkutan knoglebiopsi i håndled eller hånd
KNDA31	Endoskopisk knoglebiopsi i håndled eller hånd
KNDA32	Åben knoglebiopsi i håndled eller hånd
KNDB	Primære indsættelser af ledprotese i håndled og hånd
KNDB0	Primær indsættelse af ucementeret delprotese i håndled
KNDB01	Primær indsættelse af proksimal komponent af ucementeret delprotese i håndled
KNDB02	Primær indsættelse af distal komponent af ucementeret delprotese i håndled
KNDB03	Primær indsættelse af anden enkeltkomponent af ucementeret delprotese i håndled
KNDB09	Primær indsættelse af ucementeret delprotese i håndled uden specifikation
KNDB1	Primær indsættelse af cementeret delprotese i håndled
KNDB11	Primær indsættelse af proksimal komponent af cementeret delprotese i håndled
KNDB12	Primær indsættelse af distal komponent af cementeret delprotese i håndled
KNDB13	Primær indsættelse af anden enkeltkomponent af cementeret delprotese i håndled
KNDB19	Primær indsættelse af cementeret delprotese i håndled uden specifikation
KNDB2	Primær indsættelse af ucementeret totalprotese i håndled
KNDB20	Primær indsættelse af alle komponenter af ucementeret totalprotese i håndled
KNDB21	Primær indsættelse af proksimal komponent af ucementeret totalprotese i håndled
KNDB22	Primær indsættelse af distal komponent af ucementeret totalprotese i håndled
KNDB23	Primær indsættelse af anden enkeltkomponent af ucementeret totalprotese i håndled
KNDB29	Primær indsættelse af ucementeret totalprotese i håndled uden specifikation
KNDB3	Primær indsættelse af af hybrid totalprotese i håndled
KNDB30	Primær indsættelse af alle komponenter af hybrid totalprotese i håndled
KNDB31	Primær indsættelse af proksimal komponent af hybrid totalprotese i håndled
KNDB32	Primær indsættelse af distal komponent af hybrid totalprotese i håndled
KNDB33	Primær indsættelse af anden enkeltkomponent af hybrid totalprotese i håndled
KNDB39	Primær indsættelse af hybrid totalprotese i håndled uden specifikation
KNDB4	Primær indsættelse af cementeret totalprotese i håndled
KNDB40	Primær indsættelse af alle komponenter af cementeret totalprotese i håndled
KNDB41	Primær indsættelse af proksimal komponent af cementeret totalprotese i håndled
KNDB42	Primær indsættelse af distal komponent af cementeret totalprotese i håndled
KNDB43	Primær indsættelse af anden enkeltkomponent af cementeret totalprotese i håndled
KNDB49	Primær indsættelse af cementeret totalprotese i håndled uden specifikation
KNDB5	Primær indsættelse af interponeret protese i håndled
KNDB50	Primær indsættelse af alle komponenter af interponeret totalprotese i håndled
KNDB51	Primær indsættelse af proksimal komponent af interponeret protese i håndled
KNDB52	Primær indsættelse af distal komponent af interponeret protese i håndled
KNDB53	Primær indsættelse af anden enkeltkomponent af interponeret protese i håndled
KNDB59	Primær indsættelse af interponeret protese i håndled uden specifikation
KNDB8	Primær indsættelse af protese i finger- eller metakarpalled
KNDB80	Primær indsættelse af alle komponenter af protese i finger- eller metakarpalled
KNDB80A	Primær indsættelse af alle komponenter af protese i metakarpalled
KNDB80B	Primær indsættelse af alle komponenter af protese i fingerled
KNDB81	Primær indsættelse af proksimal komponent af protese i finger- eller metakarpalled
KNDB81A	Primær indsættelse af proksimal komponent af protese i metakarpalled
KNDB81B	Primær indsættelse af proksimal komponent af protese i fingerled
KNDB82	Primær indsættelse af distal komponent af protese i finger- eller metakarpalled
KNDB82A	Primær indsættelse af distal komponent af protese i metakarpalled
KNDB82B	Primær indsættelse af distal komponent af protese i fingerled
KNDB83	Primær indsættelse af anden enkeltkomponent af protese i finger- eller metakarpalled
KNDB83A	Primær indsættelse af anden enkeltkomponent af protese i metakarpalled
KNDB83B	Primær indsættelse af anden enkeltkomponent af protese i fingerled
KNDB89	Primær indsættelse af protese i finger- eller metakarpalled uden specifikation
KNDB89A	Primær indsættelse af protese i metakarpalled uden specifikation
KNDB89B	Primær indsættelse af protese i fingerled uden specifikation
KNDB99	Anden primær indsættelse af ledprotese i håndled eller hånd
KNDC	Sekundære indsættelser af ledprotese i håndled og hånd
KNDC0	Sekundær indsættelse af ucementeret delprotese i håndled
KNDC01	Sekundær indsættelse af proksimal komponent af ucementeret delprotese i håndled
KNDC02	Sekundær indsættelse af distal komponent af ucementeret delprotese i håndled
KNDC03	Sekundær indsættelse af anden enkeltkomponent af ucementeret delprotese i håndled
KNDC09	Sekundær indsættelse af ucementeret delprotese i håndled uden specifikation
KNDC1	Sekundær indsættelse af cementeret delprotese i håndled
KNDC11	Sekundær indsættelse af proksimal komponent af cementeret delprotese i håndled
KNDC12	Sekundær indsættelse af distal komponent af cementeret delprotese i håndled
KNDC13	Sekundær indsættelse af anden enkeltkomponent af cementeret delprotese i håndled
KNDC19	Sekundær indsættelse af cementeret delprotese i håndled uden specifikation
KNDC2	Sekundær indsættelse af ucementeret totalprotese i håndled
KNDC20	Sekundær indsættelse af alle komponenter af ucementeret totalprotese i håndled
KNDC21	Sekundær indsættelse af proksimal komponent af ucementeret totalprotese i håndled
KNDC22	Sekundær indsættelse af distal komponent af ucementeret totalprotese i håndled
KNDC23	Sekundær indsættelse af anden enkeltkomponent af ucementeret totalprotese i håndled
KNDC29	Sekundær indsættelse af ucementeret totalprotese i håndled uden specifikation
KNDC3	Sekundær indsættelse af hybrid totalprotese i håndled
KNDC30	Sekundær indsættelse af alle komponenter af hybrid totalprotese i håndled
KNDC31	Sekundær indsættelse af proksimal komponent af hybrid totalprotese i håndled
KNDC32	Sekundær indsættelse af distal komponent af hybrid totalprotese i håndled
KNDC33	Sekundær indsættelse af anden enkeltkomponent af hybrid totalprotese i håndled
KNDC39	Sekundær indsættelse af hybrid totalprotese i håndled uden specifikation
KNDC4	Sekundær indsættelse af cementeret totalprotese i håndled
KNDC40	Sekundær indsættelse af alle komponenter af cementeret totalprotese i håndled
KNDC41	Sekundær indsættelse af proksimal komponent af cementeret totalprotese i håndled
KNDC42	Sekundær indsættelse af distal komponent af cementeret totalprotese i håndled
KNDC43	Sekundær indsættelse af anden enkeltkomponent af cementeret totalprotese i håndled
KNDC49	Sekundær indsættelse af cementeret totalprotese i håndled uden specifikation
KNDC5	Sekundær indsættelse af interponeret protese i håndled
KNDC50	Sekundær indsættelse af alle komponenter af interponeret totalprotese i håndled
KNDC51	Sekundær indsættelse af proksimal komponent af interponeret protese i håndled
KNDC52	Sekundær indsættelse af distal komponent af interponeret protese i håndled
KNDC53	Sekundær indsættelse af anden enkeltkomponent af interponeret protese i håndled
KNDC59	Sekundær indsættelse af interponeret protese i håndled uden specifikation
KNDC8	Sekundær indsættelse af protese i finger- eller metakarpalled
KNDC80	Sekundær indsættelse af alle komponenter af protese i finger- eller metakarpalled
KNDC80A	Sekundær indsættelse af alle komponenter af protese i metakarpalled
KNDC80B	Sekundær indsættelse af alle komponenter af protese i fingerled
KNDC81	Sekundær indsættelse af proksimal komponent af protese i finger- eller metakarpalled
KNDC81A	Sekundær indsættelse af proksimal komponent af protese i metakarpalled
KNDC81B	Sekundær indsættelse af proksimal komponent af protese i fingerled
KNDC82	Sekundær indsættelse af distal komponent af protese i finger- eller metakarpalled
KNDC82A	Sekundær indsættelse af distal komponent af protese i metakarpalled
KNDC82B	Sekundær indsættelse af distal komponent af protese i fingerled
KNDC83	Sekundær indsættelse af anden enkeltkomponent af protese i finger- eller metakarpalled
KNDC83A	Sekundær indsættelse af anden enkeltkomponent af protese i metakarpalled
KNDC83B	Sekundær indsættelse af anden enkeltkomponent af protese i fingerled
KNDC89	Sekundær indsættelse af protese i finger- eller metakarpalled uden specifikation
KNDC89A	Sekundær indsættelse af protese i metakarpalled uden specifikation
KNDC89B	Sekundær indsættelse af protese i fingerled uden specifikation
KNDC99	Sekundær indsættelse af ledprotese i håndled eller hånd uden specifikation
KNDE	Operationer på ledkapsler og ligamenter i håndled og hånd
KNDE0	Incision eller sutur af ledkapsel i håndled eller håndens led
KNDE01	Endoskopisk incision eller sutur af ledkapsel i håndled eller håndens led
KNDE01A	Endoskopisk incision af ledkapsel i håndled eller håndens led
KNDE01B	Endoskopisk sutur af ledkapsel i håndled eller håndens led
KNDE02	Åben incision eller sutur af ledkapsel i håndled eller håndens led
KNDE02A	Åben incision af ledkapsel i håndled eller håndens led
KNDE02B	Åben sutur af ledkapsel i håndled eller håndens led
KNDE1	Transcision eller resektion af ligament i håndled eller håndens led
KNDE11	Endoskopisk transcision eller resektion af ligament i håndled eller håndens led
KNDE11A	Endoskopisk transcision af ligament i håndled eller håndens led
KNDE11B	Endoskopisk resektion af ligament i håndled eller håndens led
KNDE12	Åben transcision eller resektion af ligament i håndled eller håndens led
KNDE12A	Åben transcision af ligament i håndled eller håndens led
KNDE12B	Åben resektion af ligament i håndled eller håndens led
KNDE2	Sutur eller reinsertion af ligament i håndled eller håndens led
