Kode	Tekst
BNK	Pædagogisk intervention med relation til hud og underhud
BNKA	Vejledning i hensigtsmæssig hudpleje
BNL	Skiftning og soignering med relation til hud og underhud
BNLB	Hudbehandling
BNLB0	Desinficering af hud
BNLB1	Afklipning af bullae
BNLB2	Pålægning af lærredsklude
BNLB3	Iltning af hud
BNLB4	Hud-ekspandering med ballon
BNLB5	Ekstern hud-ekspandering
BNLB6	Smøring af hud
BNLB60	Smøring af hud med blødgørende middel
BNLB61	Smøring af hud med keratolytisk middel
BNLB62	Smøring af hud med vortemiddel
BNLC	Rensning af hud
BNLC0	Hudvask
BNLC00	Skylning af hudområde
BNLC01	Steril afvaskning
BNLH	Procedurer vedrørende hår, hårbund og hårvækst
BNLH0	Medicinsk hårvask
BNLH00	Medicinsk hårvask med olie
BNLH1	Fjernelse af hårvækst
BNLH10	Rasering
BNLH11	Epilering
BNLH2	Behandling af hårbund ikke klassificeret andetsteds
BNLH3	Brug af arpkam
BNP	Forbinding og anden behandling af hudlidelser
BNPA	Sårbehandling
BNPA0	Rensning af sår
BNPA00	Afvaskning af sår
BNPA01	Skrubning af sår
BNPA02	Afklipning af nekrose
BNPA1	Forbinding af sår
BNPA10	Pålægning af forbinding til opløsning af nekrose og fibrin
BNPA11	Pålægning af sugende forbinding
BNPA12	Pålægning af forbinding med semipermeabel membran
BNPA13	Pålægning af occlusionsforbinding
BNPA14	Pålægning af omslag
BNPA15	Pålægning af steril bandage
BNPA2	Fiksering af forbinding
BNPA20	Fiksering af forbinding med hæfteplaster
BNPA21	Fiksering af forbinding med heldækkende plaster
BNPA22	Fiksering af forbinding med gazebind
BNPA23	Fiksering af forbinding med tubegaze
BNPA3	Sårbehandling med salve m.m.
BNPA30	Applicering af creme på sår
BNPA31	Applicering af salve på sår
BNPA32	Pålægning af salvekompres på sår
BNPA4	Skiftning af sår
BNPA40	Skiftning af sår med steril forbinding
BNPA41	Skiftning af sår med ren forbinding
BNPA5	Pleje af brandsår og ætsninger
BNPA50	Skylning af hud og slimhinder ved brandsår
BNPA51	Skylning af hud og slimhinder ved ætsninger
BNPA6	Behandling af kræftsår
BNPA7	Særlige behandlinger og regimer ved brandsår
BNPA71	Exposure behandling
BNPA8	Andre procedurer vedrørende sårbehandling
BNPA80	Suturfjernelse
BNPA81	Agraf-fjernelse
BNPA82	Lukning af sår med hæfteplaster
BNPA83	Lukning af sår med steristrips
BNPA84	Lukning af sår med lim (histoacryl)
BNPA85	Fjernelse af sårdræn
BNPA9	Sårbehandling ikke klassificeret andetsteds
BNPA90	Iltning af sår
BNPA91	Skylning af sår gennem sonde
BNPA92	Sårbehandling med vakuum
BNPA93	Sårbehandling med larver
BNPC	Dermatologisk bandagebehandling
BNPC0	Behandling med kortstrækbind
BNPC1	Behandling med langstrækbind
BNPC2	Behandling med zinklimsbandage
BNPC20	Pålægning af zinklimsbandage
BNPC21	Fjernelse af zinklimsbandage
BNPF	Interventioner ved hudtransplantation
BNPF0	Pålægning af hudtransplantat
BNPF1	Pleje af hudtransplantat
BNPF2	Pleje af huddonorsted
BNV	Pleje ved lidelse i hud og underhud
BNVA	Generel pleje ved lidelse i hud og underhud
BNVB	Speciel pleje ved lidelse i hud og underhud
BNX	Andre interventioner med relation til hud og underhud
BNXA	Anden specificeret intervention med relation til hud og underhud
BNXA0	Iontoforese
BNXA1	Medicinsk badebehandling
BNXA10	Medicinsk oliebad
BNXA11	Medicinsk bad med stenkulstjære
BNXA12	Medicinsk bad med bøgetræstjære
BNXA13	Medicinsk bad med kvillajatjære
BNXA14	Medicinsk bad med kaliumpermanganat (rødt bad)
BNXA15	Lokalbehandling med kaliumpermanganat (rødt bad)
BNXA16	Medicinsk bad med klid
BNXA2	Klimabehandling af hud og underhud
BNXA8	Anden specificeret dermatologisk behandling
BNXA81	Fjernelse af skovflåt
BNXK	Instrumentelle dermatologiske behandlinger
BNXK0	Curretage
BNXK1	Elektrodissektion
BNXY	Interventioner med relation til hud og underhud ikke klassificeret andetsteds
BO	Blod, bloddannende organer, lymfatisk væv, væskebalance og kredsløbsfunktion
BOH	Medikamentel behandling med relation til blod, bloddannende organer og lymfatisk væv
BOHA	Behandling med antitrombotisk middel
BOHA0	Antikoagulationsbehandling
BOHA01	Antikoagulationsbehandling med acetylsalicylsyre
BOHA02	Antikoagulationsbehandling med vitamin K antagonist
BOHA02A	Behandling med warfarin
BOHA02B	Behandling med phenprocoumon
BOHA03	Antikoagulationsbehandling med heparin
BOHA03A	Antikoagulationsbehandling med heparin, præoperativt
BOHA03B	Antikoagulationsbehandling med heparin, peroperativt
BOHA03C	Antikoagulationsbehandling med heparin, postoperativt
BOHA04	Behandling med direkte virkende thrombin-inhibitorer
BOHA04A	Behandling med dabigatranetexilat
BOHA05	Behandling med direkte faktor xa-hæmmere
BOHA05A	Behandling med rivaroxaban
BOHA05B	Behandling med apixaban
BOHA1	Fibrinolytisk behandling
BOHA2	Behandling med glykoprotein-receptor antagonist
BOHA3	Behandling med intravenøs trombinantagonist
BOHA8	Anden trombolytisk behandling
BOHB	Behandling med hæmostaticum og koagulationsfaktor
BOHB0	Hæmostatisk behandling
BOHB1	Behandling med koagulationsfaktorer
BOHB9	Behandling med andre systemiske hæmostatika
BOHC	Behandling med middel mod anæmi
BOHC1	Medikamentel behandling med jernpræparat
BOHC10	Behandling med peroralt jernpræparat
BOHC12	Behandling med parenteralt jernpræparat
BOHC2	Medikamentel behandling med vitamin B12 præparat
BOHC3	Medikamentel behandling med folinsyrepræparat
BOHD	Behandling med albumin og plasmasubstitutter
BOHD0	Behandling med albumin
BOHD1	Behandling med plasmasubstitutter
BOHE	Behandling med hæmatopoietiske vækstfaktorer
BOHE1	Behandling med hæmatopoietiske vækstfaktorer med indvirkning på erytrocytdannelse
BOHE10	Behandling med erythropoietin
BOHE2	Behandling med hæmatopoietiske vækstfaktorer med indvirkning på granulocytdannelse
BOHE20	Behandling med GCSF
BOHE20A	Behandling med pegfilgrastim
BOHE21	Behandling med GMCSF
BOHE3	Behandling med hæmatopoietiske vækstfaktorer med indvirkning på stamcellemobilitet
BOHE30	Behandling med plerixafor
BOHE4	Behandling med hæmatopoietiske vækstfaktorer med indvirkning på trombopoiesen
BOHE40	Behandling med eltrombopag
BOHE41	Behandling med romiplostim
BOHE8	Behandling med andre hæmatopoietiske vækstfaktorer
BOHJ	Behandling med antistoffer og immunmodulerende behandling
BOHJ1	Behandling med antistoffer
BOHJ10	Behandling med højdosis immunglobulin
BOHJ10A	Behandling med højdosis immunglobulin, substitution
BOHJ10B	Behandling med højdosis immunglobulin, eksaleret dosis
BOHJ11	Behandling med CD20 antistof
BOHJ11B	Behandling med ofatumumab
BOHJ12	Behandling med anti-thymocytglobulin (ATG)
BOHJ13	Behandling med trastuzumab (HER-2 antistof)
BOHJ13A	Behandling med trastuzumab emtansine (T-DM1)
BOHJ14	Behandling med gemtuzumab
BOHJ16	Behandling med CD52 antistof
BOHJ16A	Behandling med alemtuzumab
BOHJ17	Behandling med cetuximab
BOHJ18	Behandling med biologiske antireumatika
BOHJ18A	Behandling med TNF-alfa-antistof
BOHJ18A1	Behandling med infliximab
BOHJ18A2	Behandling med etanercept
BOHJ18A3	Behandling med adalimumab
BOHJ18A4	Behandling med golimumab
BOHJ18A5	Behandling med certolizumab pegol
BOHJ18B	Behandling med interleukinhæmmere
BOHJ18B1	Behandling med anakinra
BOHJ18B2	Behandling med tocilizumab
BOHJ18B3	Behandling med ustekinumab
BOHJ18B4	Behandling med canakinumab
BOHJ18B5	Behandling med secukinumab
BOHJ18B6	Behandling med brodalumab
BOHJ18B7	Behandling med guselkumab
BOHJ18B8	Behandling med dupilumab
BOHJ18C	Behandling med Co-stimulationshæmmer
BOHJ18C1	Behandling med abatacept
BOHJ19	Anden antistofbehandling
BOHJ19A	Behandling med anti IgE antistof
BOHJ19A1	Behandling med omalizumab
BOHJ19B	Behandling med anti-vascular endothelial growth factor (anti-VEGF)
BOHJ19B1	Behandling med bevacizumab
BOHJ19B2	Behandling med ramucirumab
BOHJ19C	Behandling med anti epidermal growth factor receptor (anti-EGFR)
BOHJ19C1	Behandling med zalutumumab
BOHJ19C2	Behandling med panitumumab
BOHJ19D	Behandling med anti-CTLA4 monoklonalt antistof
BOHJ19D1	Behandling med ipilimumab
BOHJ19D2	Behandling med tremelimumab
BOHJ19E	Behandling med anti-CD30 monoklonalt antistof
BOHJ19E1	Behandling med brentuximab vedotin
BOHJ19F	Behandling med mogamulizumab
BOHJ19G	Behandling med anti IGF-1 antistof
BOHJ19G1	Behandling med dalotuzumab
BOHJ19H	Behandling med andet monoklonalt antistof
BOHJ19H1	Behandling med rilotumumab
BOHJ19H2	Behandling med nivolumab
BOHJ19H3	Behandling med pertuzumab
BOHJ19H4	Behandling med vedolizumab
BOHJ19H5	Behandling med obinutuzumab
BOHJ19H6	Behandling med belimumab
BOHJ19H7	Behandling med durvalumab
BOHJ19H8	Behandling med daratumumab
BOHJ19H9	Behandling med elotuzumab
BOHJ19I	Behandling med anti-IL5 monoklonalt antistof
BOHJ19I1	Behandling med reslizumab
BOHJ19I2	Behandling med mepolizumab
BOHJ19I3	Behandling med benralizumab
BOHJ19J	Behandling med anti-PD-L1 antistof
BOHJ19J1	Behandling med avelumab
BOHJ19J2	Behandling med atezolizumab
BOHJ19J3	Behandling med pembrolizumab
BOHJ19K	Behandling med bi-specifik T-celle antistof
BOHJ19K1	Behandling med blinatumomab
BOHJ19L	Behandling med anti-PDGFR antistof
BOHJ19L1	Behandling med olaratumab
BOHJ19M	Behandling med anti-CGRPR antistof
BOHJ19M1	Behandling med erenumab
BOHJ2	Immunmodulerende behandling
BOHJ20	Behandling med ciclosporin
BOHJ21	Behandling med tacrolimus
BOHJ22	Behandling med mycophenolat
BOHJ22A	Behandling med mycophenolatmofetil
BOHJ22B	Behandling med mycophenolsyre
BOHJ23	Behandling med sirolimus
BOHJ24	Behandling med everolimus
BOHJ25	Behandling med BCG (immunmodulerende)
BOHJ26	Behandling med natalizumab
BOHJ27	Behandling med fingolimod
BOHJ28	Anden immunmodulerende behandling
BOHJ28A	Behandling med teriflunomid
BOHJ28B	Behandling med dimethylfumarat
BOHJ28C	Behandling med glatirameracetat
BOHJ3	Cytostatisk behandling med immunmodulerende virkning
BOHW	Anden behandling relateret til blod, bloddannende organer og lymfatisk væv
BOHW1	Behandling med jernbinder
BOHW10	Behandling med deferasirox
BOHW11	Behandling med deferoxamin
BOHW12	Behandling med deferipron
BOHW8	Andre behandlingsprincipper
BOHW81	Behandling med dexrazoxan
BOJ	Væsketerapi
BOJA	Behandling med elektrolytopløsninger
BOJA1	Parenteral behandling med elektrolytopløsninger
BOJA10	Behandling med natriumkloridopløsning
BOJA11	Behandling med kaliumkloridopløsning
BOJA12	Behandling med natrium-kaliumkloridopløsning
BOJA13	Behandling med natrium-kalium-kalciumkloridopløsning
BOJA14	Behandling med natriumhydrogenkarbonatopløsning
BOJA2	Parenteral behandling med elektrolytopløsninger og glukose m.m.
BOJA20	Behandling med glukoseopløsning med natriumklorid
BOJA21	Behandling med glukoseopløsning med kaliumklorid
BOJA22	Behandling med glukoseopløsning med flere elektrolytter
BOJA23	Behandling med fruktoseopløsning med flere elektrolytter
BOJA24	Behandling med laktatopløsning med flere elektrolytter
BOK	Pædagogiske interventioner med relation til blod, væskebalance og kredsløbsfunktionen
BOKA	Vejledning vedr. behandling af anafylaktisk shock
BOKA0	Vejledning vedr. behandling af anafylaktisk shock med tabletter
BOKA1	Vejledning vedr. behandling af anafylaktisk shock med injektion
BOKB	Vejledning vedr. AK behandling
BOKB0	Vejledning vedr. patientreguleret AK behandling
BOQ	Behandling med blod og blodprodukter
BOQA	Behandling med blodtransfusion
BOQA0	Blodtransfusion
BOQA00	Blodtransfusion op til 1 liter
BOQA01	Blodtransfusion op til 3 liter
BOQA02	Blodtransfusion op til 5 liter
BOQA03	Blodtransfusion op til 7 liter
BOQA04	Blodtransfusion op til 9 liter
BOQA05	Blodtransfusion over 9 liter
BOQA5	Udskiftningstransfusion
BOQA6	Maskinel erytrocytudskiftning
BOQB	Behandling med erytrocytter
BOQB0	Behandling med erytrocytsuspension
BOQB00	Behandling med frosset, optøet erytrocytsuspension
BOQB01	Behandling med frosset, optøet autolog erytrocytsuspension
BOQB02	Behandling med bestrålet erytrocytsuspension
BOQB03	Behandling med erytrocytsuspension fremstillet på 'Cell Saver'
BOQB04	Behandling med erytrocytsuspension i forbindelse med per-operativ hæmodilution
BOQB1	Behandling med vasket erytrocytsuspension
BOQB10	Behandling med vasket, bestrålet erytrocytsuspension
BOQB2	Behandling med leukocytdepleteret (filtreret) erytrocytsuspension
BOQB20	Behandling med leukocytdepleteret (filtreret), bestrålet erytrocytsuspension
BOQB3	Behandling med andre erytrocytprodukter
BOQB30	Behandling med erytrocytkoncentrat
BOQB31	Behandling med prædeponeret autolog erytrocytprodukt
BOQB32	Behandling med erytrocytprodukt til intrauterin transfusion
BOQB33	Behandling med erytrocytprodukt til neonatal udskiftningstransfusion
BOQB7	Anden erytrocytbehandling
BOQB70	Erytrocytbehandling med fuldblod
BOQB71	Erytrocytbehandling med frisktappet fuldblod
BOQC	Behandling med trombocytter
BOQC0	Behandling med puljet trombocytkoncentrat
BOQC00	Behandling med bestrålet puljet trombocytkoncentrat
BOQC01	Behandling med leukocytdepleteret (filtreret) puljet trombocytkoncentrat
BOQC02	Behandling med leukocytdepleteret (filtreret) bestrålet puljet trombocytkoncentrat
BOQC1	Behandling med trombocytkoncentrat fra enkelt donor
BOQC10	Behandling med leukocytdepleteret (filtreret) trombocytkoncentrat fra enkelt donor
BOQC11	Behandling med bestrålet trombocytkoncentrat fra enkelt donor
BOQC12	Behandling med leukocytdepleteret (filtreret) bestrålet trombocytkoncentrat fra enkelt donor
BOQC2	Behandling med trombocytkoncentrat fremstillet på celleseparator
BOQC20	Behandling med leukocytdepleteret (filtreret) trombocytkoncentrat fremstillet på celleseparator
BOQC21	Behandling med bestrålet trombocytkoncentrat fremstillet på celleseparator
BOQC22	Behandling med leukocytdepleteret (filtreret) bestrålet trom-bocytkoncentrat fremstillet på celleseparator
BOQC3	Behandling med andet trombocytprodukt
BOQC30	Behandling med trombocytprodukt til intrauterin transfusion
BOQC31	Behandling med trombocytprodukt til neonatal udskiftningstransfusion
BOQD	Behandling med leukocytter
BOQD0	Behandling med donor leukocyt
BOQD00	Behandling med bestrålet 'Buffy coat'
BOQD1	Behandling med granulocytkoncentrat fremstillet på celleseparator
BOQD10	Behandling med bestrålet granulocytkoncentrat fremstillet på celleseparator
BOQE	Behandling med stamcellekoncentrat
BOQE1	Behandling med stamcellekoncentrat fra autolog knoglemarv
BOQE10	Behandling med uoprenset, ikke-stimuleret stamcellekoncentrat fra autolog knoglemarv
BOQE11	Behandling med oprenset stamcellekoncentrat fra autolog knoglemarv
BOQE12	Behandling med stamcellekoncentrat fra autolog knoglemarv stimuleret in vitro med vækstfaktorer
BOQE13	Behandling med oprenset stamcellekoncentrat fra autolog knoglemarv stimuleret in vitro med vækstfaktorer
BOQE2	Behandling med stamcellekoncentrat fra autologt perifert blod
BOQE20	Behandling med uoprenset, ikke-stimuleret stamcellekoncentrat fra autologt perifert blod
BOQE21	Behandling med oprenset stamcellekoncentrat fra autologt perifert blod
BOQE22	Behandling med stamcellekoncentrat fra autologt perifert blod stimuleret in vitro med vækstfaktorer
BOQE23	Behandling med oprenset stamcellekoncentrat fra autologt perifert blod stimuleret in vitro med vækstfaktorer
BOQE3	Behandling med stamcellekoncentrat fra allogen knoglemarv fra familiedonor
BOQE30	Behandling med uoprenset, ikke-stimuleret stamcellekoncentrat fra allogen knoglemarv fra familiedonor
BOQE30A	Behandling med uoprenset, ikke-stimuleret stamcellekoncentrat fra allogen knoglemarv fra haploidentisk donor
BOQE31	Behandling med oprenset stamcellekoncentrat fra allogen knoglemarv fra familiedonor
BOQE31A	Behandling med oprenset stamcellekoncentrat fra allogen knoglemarv fra haploidentisk donor
BOQE32	Behandling med stamcellekoncentrat fra allogen knoglemarv fra familiedonor stimuleret in vitro med vækstfaktorer
BOQE33	Behandling med oprenset stamcellekoncentrat fra allogen knoglemarv fra familiedonor stimuleret in vitro med vækstfaktorer
BOQE4	Behandling med stamcellekoncentrat fra allogent perifert blod fra familiedonor
BOQE40	Behandling med uoprenset, ikke-stimuleret stamcellekoncentrat fra allogent perifert blod fra familiedonor
BOQE40A	Behandling med uoprenset, ikke-stimuleret stamcellekoncentrat fra allogent perifert blod fra haploidentisk donor
BOQE41	Behandling med oprenset stamcellekoncentrat fra allogent perifert blod fra familiedonor
BOQE41A	Behandling med oprenset stamcellekoncentrat fra allogent perifert blod fra haploidentisk donor
BOQE42	Behandling med stamcellekoncentrat fra allogent perifert blod fra familiedonor stimuleret in vitro med vækstfaktorer
BOQE43	Behandling med oprenset stamcellekoncentrat fra allogent perifert blod fra familiedonor stimuleret in vitro med vækstfaktorer
BOQE5	Behandling med stamcellekoncentrat fra allogen knoglemarv fra fremmed donor
BOQE50	Behandling med uoprenset, ikke-stimuleret stamcellekoncentrat fra allogen knoglemarv fra fremmed donor
BOQE51	Behandling med oprenset stamcellekoncentrat fra allogen knoglemarv fra fremmed donor
BOQE52	Behandling med stamcellekoncentrat fra allogen knoglemarv fra fremmed donor stimuleret in vitro med vækstfaktorer
BOQE53	Behandling med oprenset stamcellekoncentrat fra allogen knoglemarv fra fremmed donor stimuleret in vitro med vækstfaktorer
BOQE6	Behandling med stamcellekoncentrat fra allogent perifert blod fra fremmed donor
BOQE60	Behandling med uoprenset, ikke-stimuleret stamcellekoncentrat fra allogent perifert blod fra fremmed donor
BOQE61	Behandling med oprenset stamcellekoncentrat fra allogent perifert blod fra fremmed donor
BOQE62	Behandling med stamcellekoncentrat fra allogent perifert blod fra fremmed donor stimuleret in vitro med vækstfaktorer
BOQE63	Behandling med oprenset stamcellekoncentrat fra allogent perifert blod fra fremmed donor stimuleret in vitro med vækstfaktorer
BOQE7	Behandling med stamcellekoncentrat fra placenta og navlesnor
BOQE70	Behandling med uoprenset stamcellekoncentrat fra placenta og navlesnor
BOQE71	Behandling med oprenset stamcellekoncentrat fra placenta og navlesnor
BOQF	Knoglemarvstransplantation (KMT)
BOQF0	Autolog knoglemarvstransplantation
BOQF1	Allogen knoglemarvstransplantation
BOQF11	Allogen knoglemarvstransplantation, familiedoner
BOQF12	Allogen knoglemarvstransplantation, matched unrelated donor
BOQF2	Non myeloablativ knoglemarvstransplantation (mini-KMT)
BOQF21	Non myeloablativ KMT (mini-KMT), familiedonor
BOQF22	Non myeloablativ KMT (mini-KMT), matched unrelated donor
BOQH	Behandling med plasma
BOQH0	Behandling med frisk frosset plasma
BOQH00	Behandling med bestrålet frisk frosset plasma
BOQH01	Behandling med IgA frit, frisk frosset plasma
BOQH02	Behandling med bestrålet, IgA frit, frisk frosset plasma
BOQH1	Behandling med kryopræcipitatdepleteret plasma
BOQH10	Behandling med bestrålet, kryopræcipitatdepleteret plasma
BOQH6	Plasmaudskiftning
BOQP	Aferesebehandling
BOQP0	Plasmaferese
BOQP00	Manuel terapeutisk plasmaferese
BOQP01	Maskinel terapeutisk plasmaferese
BOQP02	Terapeutisk, maskinel plasmaferese med immunadsorptionsteknik
BOQP03	Terapeutisk højvolumen plasmaferese
BOQP2	Terapeutisk trombocytaferese
BOQP3	Terapeutisk leukaferese
BOQP4	Terapeutisk aferese ikke klassificeret andetsteds
BOQP9	Behandling med fotoferese (ECP)
BOQP9A	Behandling med fotoferese (ECP), off-line teknik
BOQX	Anden behandling med blod og blodprodukter
BOQX0	Behandling med ALECSAT (Autologous Lymphoid Effector Cells Specific Against Tumor cells)
BOU	Delprocedurer ved behandling med blod og blodprodukter
BOUA	Delprocedurer ved behandling med blod
BOUA0	Opsætning af blodtransfusion
BOUA00	Opsætning af udskiftningsblodtransfusion
BOUA1	Nedtagning efter blodtransfusion
BOUB	Delprocedurer ved behandling med blodprodukter
BOUB0	Opsætning af blodprodukter
BOUB00	Opsætning af erytrocytprodukt
BOUB01	Opsætning af trombocytprodukt
BOUB02	Opsætning af leukocytprodukt
BOUB03	Stamcelleprodukt, opsætning
BOUB1	Nedtagning efter infusion med blodprodukter
BOUW	Diverse procedurer relateret til hæmatologisk behandling
BOUW1	Stamcelleopsamling fra knoglemarv
BOUW2	Stamcelleopsamling fra perifert blod
BOUW3	Opsamling af mononukleære celler fra perifert blod
BOUW7	Isolering og nedfrysning af stamceller
BOV	Pleje ved lidelse i blod- og lymfesystem, væskebalance og kredsløb
BOVA	Generel pleje ved lidelse i blod- og lymfesystem, væskebalance og kredsløb
BOVB	Speciel pleje ved lidelse i blod- og lymfesystem, væskebalance og kredsløb
BOX	Andre interventioner med relation til blod og kredsløbsfunktioner
BOXA	Specificeret intervention med relation til blod og kredsløbsfunktioner
BOXA0	Haemofiltratio
BOXA5	Bloddonortapning
BOXA6	Udlevering af blod og blodprodukter
BOXY	Interventioner med relation til blod og kredsløbsfunktioner ikke klassificeret andetsteds
BOXY0	Regional hyperterm perfusion
BP	Medikamentel behandling af infektionssygdomme, immunisering m.m.
BPH	Systemisk antibiotikabehandling af infektionssygdomme
BPHA	Behandling med penicillin
BPHA0	Behandling med benzylpenicillin
BPHA1	Behandling med syrestabilt penicillinaselabilt penicillin
BPHA2	Behandling med penicillinaseresistent penicillin
BPHA3	Behandling med penicillin med udvidet spektrum
BPHA30	Behandling med ampicilin
BPHB	Behandling med beta-laktam-antibioticum
BPHB0	Behandling med cefalosporin
BPHB1	Behandling med monobactam
BPHB2	Behandling med carbapenem
BPHF	Behandling med sulfonamid alene og i kombination med andre antiinfektivum
BPHF0	Behandling med sulfonamid
BPHF1	Behandling med sulfonamid kombineret med trimethoprim
BPHG	Behandling med antimykoticum til systemisk brug
BPHG0	Systemisk behandling med antimykoticum
BPHG00	Behandling med amphotericin B
BPHG01	Behandling med fluconazol
BPHG02	Behandling med flucytosin
BPHG03	Behandling med ketoconazol
BPHG04	Behandling med caspofungin
BPHG05	Behandling med voriconazol
BPHG06	Behandling med posaconazol
BPHG07	Behandling med anidulafungin
BPHH	Behandling med tuberkulostaticum
BPHH0	Behandling med ethambutol
BPHH1	Behandling med isoniazid
BPHH2	Behandling med pyrazinamid
BPHH3	Behandling med rifamycin
BPHM	Behandling med antiviralt middel
BPHM0	Behandling med middel mod herpes virus
BPHM00	Behandling med aciclovir
BPHM01	Behandling med famciclovir
BPHM02	Behandling med ganciclovir
BPHM03	Behandling med valaciclovir
BPHM04	Behandling med ribavirin
BPHM05	Behandling med valganciclovir
BPHM9	Behandling med antiviralt middel ikke klassificeret andetsteds
BPHM90	Behandling med revers transskriptasehæmmer
BPHM91	Behandling med proteasehæmmer
BPHM92	Behandling med direkte aktive antivirale lægemidler
BPHM92A	Behandling med ombitasvir, paritaprevir og ritonavir
BPHM92B	Behandling med dasabuvir
BPHM92C	Behandling med sofosbuvir og ledipasvir
BPHM92D	Behandling med sofosbuvir
BPHM92E	Behandling med daclatasvir
BPHM92F	Behandling med simeprevir
BPHY	Behandling med antibiotika ikke klassificeret andetsteds
BPHY0	Behandling med makrolider
BPHY1	Behandling med tetracycliner
BPHY2	Behandling med chloramfenikol
BPHY3	Behandling med aminoglukosider
BPHY4	Behandling med quinoloner
BPHY5	Behandling med metronidazol
BPK	Pædagogiske interventioner ved infektionssygdomme
BPL	Desensibilisering og hyposensibilisering
BPLA	Desensibilisering
BPLB	Hyposensibilisering
BPLB0	Hyposensibilisering mod insektstik
BPLB00	Hyposensibilisering med biallergen ekstrakt
BPLB01	Hyposensibilisering med hvepseallergen ekstrakt
BPLB1	Hyposensibilisering med husstøvmideallergen ekstrakt
BPLB2	Hyposensibilisering med pollenallergen ekstrakt
BPLB3	Hyposensibilisering med dyrehårallergen ekstrakt
BPM	Behandling med immunglobulin
BPMA	Immunglobulin behandling af bakteriel sygdom
BPMA0	Behandling med immunglobulin mod bakterielle sygdomme
BPMA00	Passiv immunisering efter eksposition for stivkrampe
BPMA01	Passiv immunisering efter eksposition for difteri
BPMA02	Passiv immunisering ved botulisme
BPMB	Immunglobulin behandling af virussygdom
BPMB0	Behandling med immunglobulin mod virussygdomme
BPMB00	Passiv immunisering efter eksposition for hepatitis A
BPMB01	Passiv immunisering efter eksposition for hepatitis B
BPMB02	Passiv immunisering efter eksposition for herpes zoster
BPMB03	Passiv immunisering efter eksposition for rabies
BPMB04	Passiv immunisering efter eksposition for mæslinger
BPMB05	Passiv immunisering efter eksposition for røde hunde
BPMC	Immunglobulin behandling mod dyregifte
BPMC0	Behandling med immunglobulin mod dyregifte
BPMC00	Passiv immunisering efter hugormebid
BPMC01	Passiv immunisering efter slangebid ikke klassificeret andetsteds
BPMD	Blodtypeimmunisering
BPMD0	Rhesus-profylakse
BPMD01	Rhesusprofylakse i forbindelse med graviditet og fødsel
BPMD01A	Rhesusprofylakse under graviditet med kendt Rhesus-posistivt foster
BPMD01B	Rhesusprofylakse under graviditet med foster med ukendt Rhesustype
BPMD01C	Rhesusprofylakse efter afsluttet graviditet eller fødsel
BPMD1	Immunisering ved AB0-uforligelighed
BPN	Vaccinationer
BPNA	Vaccinationer mod bakterielle sygdomme
BPNA0	Vaccination mod tuberkulose (BCG)
BPNA1	Vaccination mod Haemophilus influenzae, type B (HIB)
BPNA10	Haemophilus influenzae, type B (HIB), 1. børnevaccination
BPNA11	Haemophilus influenzae, type B (HIB), 2. børnevaccination
BPNA12	Haemophilus influenzae, type B (HIB), 3. børnevaccination
BPNA2	Vaccination mod kighoste
BPNA20	Kighoste, 1. børnevaccination
BPNA21	Kighoste, 2. børnevaccination
BPNA22	Kighoste, 3. børnevaccination
BPNA9	Vaccination mod andre bakterielle sygdomme
BPNA90	Vaccination mod stivkrampe
BPNA91	Vaccination mod difteri
BPNA92	Vaccination mod pneumokokker
BPNA93	Vaccination mod meningokokker, polyvalent vaccine A+C
BPNA94	Vaccination mod tyfus
BPNA95	Vaccination mod kolera
BPNB	Vaccination mod virussygdomme
BPNB0	Vaccination mod børnesygdom
BPNB00	Vaccination mod mæslinger
BPNB01	Vaccination mod fåresyge
BPNB02	Vaccination mod røde hunde
BPNB03	Vaccination mod skoldkopper
BPNB1	Vaccination mod polio
BPNB10	Vaccination mod polio (injektion)
BPNB11	Polio, 1. orale børnevaccination
BPNB12	Polio, 2. orale børnevaccination
BPNB13	Polio, 3. orale børnevaccination
BPNB2	Vaccination mod rabies
BPNB21	Vaccination mod rabies 1. gang
BPNB22	Vaccination mod rabies 2. gang
BPNB23	Vaccination mod rabies 3. gang
BPNB24	Vaccination mod rabies 4. gang
BPNB25	Vaccination mod rabies 5. gang
BPNB26	Vaccination mod rabies 6. gang
BPNB3	Vaccination mod hepatitis A
BPNB30	Vaccination mod hepatitis A, engangsvaccination
BPNB31	Vaccination mod hepatitis A, 1. gang
BPNB32	Vaccination mod hepatitis A, 2. gang
BPNB4	Vaccination mod hepatitis B
BPNB40	Vaccination mod hepatitis B, 1. gang
BPNB41	Vaccination mod hepatitis B, 2. gang
BPNB42	Vaccination mod hepatitis B, 3. gang
BPNB43	Vaccination mod hepatitis B, 4. gang
BPNB9	Vaccinationer mod andre virussygdomme
BPNB90	Vaccination mod influenza
BPNB90A	Vaccination mod influenza A
BPNB90A1	Vaccination mod influenza A (H1N1)
BPNB91	Vaccination mod gul feber
BPNB92	Vaccination mod japansk encephalitis
BPNB93	Vaccination mod Tick Borne Encephalitis (TBE/FSME)
BPNB94	Vaccination mod respiratorisk syncytialvirus (RSV)
BPNB95	Vaccination mod human papillomavirus (HPV)
BPNC	Vaccination med kombinerede vacciner
BPNC0	Vaccination mod difteri, stivkrampe, polio og kighoste (DTP-IPV)
